Date,Ticker,Sector,Industry,Open,High,Low,Close,Volume
2022-01-21,PAG,Automobiles,Auto & Truck Dealerships,97.6,100.56,97.0101,98.83,302527.0
2022-01-24,PAG,Automobiles,Auto & Truck Dealerships,97.31,102.465,96.09,102.19,382901.0
2022-01-25,PAG,Automobiles,Auto & Truck Dealerships,101.04,103.54,99.18,101.96,271557.0
2022-01-26,PAG,Automobiles,Auto & Truck Dealerships,103.65,103.65,99.57,100.04,350237.0
2022-01-27,PAG,Automobiles,Auto & Truck Dealerships,101.19,102.87,99.175,99.34,423316.0
2022-01-28,PAG,Automobiles,Auto & Truck Dealerships,99.37,100.45,98.22,100.25,311585.0
2022-01-31,PAG,Automobiles,Auto & Truck Dealerships,99.66,101.8,99.66,101.63,353872.0
2022-02-01,PAG,Automobiles,Auto & Truck Dealerships,101.64,103.8,100.75,103.68,267504.0
2022-02-02,PAG,Automobiles,Auto & Truck Dealerships,103.68,104.11,100.51,103.0,400942.0
2022-02-03,PAG,Automobiles,Auto & Truck Dealerships,102.79,104.0,100.23,100.8,320401.0
2022-02-04,PAG,Automobiles,Auto & Truck Dealerships,100.0,100.59,97.36,99.39,332394.0
2022-02-07,PAG,Automobiles,Auto & Truck Dealerships,100.09,102.015,98.995,100.99,382644.0
2022-02-08,PAG,Automobiles,Auto & Truck Dealerships,100.16,104.185,100.16,102.79,347936.0
2022-02-09,PAG,Automobiles,Auto & Truck Dealerships,105.08,105.98,102.41,102.75,506978.0
2022-02-10,PAG,Automobiles,Auto & Truck Dealerships,101.37,101.94,97.371,97.83,442247.0
2022-02-11,PAG,Automobiles,Auto & Truck Dealerships,98.12,98.91,95.71,96.35,466995.0
2022-02-14,PAG,Automobiles,Auto & Truck Dealerships,96.6,98.05,95.65,96.54,401161.0
2022-02-15,PAG,Automobiles,Auto & Truck Dealerships,98.38,100.64,97.7,100.48,419130.0
2022-02-16,PAG,Automobiles,Auto & Truck Dealerships,100.04,102.85,100.04,102.71,268761.0
2022-02-17,PAG,Automobiles,Auto & Truck Dealerships,102.57,103.13,99.46,99.84,284696.0
2022-02-18,PAG,Automobiles,Auto & Truck Dealerships,99.7,102.49,99.64,100.15,273695.0
2022-02-22,PAG,Automobiles,Auto & Truck Dealerships,98.96,99.4796,93.36,93.72,481621.0
2022-02-23,PAG,Automobiles,Auto & Truck Dealerships,94.02,95.26,91.7,91.89,587736.0
2022-02-24,PAG,Automobiles,Auto & Truck Dealerships,89.59,95.87,88.58,95.38,588665.0
2022-02-25,PAG,Automobiles,Auto & Truck Dealerships,94.55,98.95,94.025,98.47,309706.0
2022-02-28,PAG,Automobiles,Auto & Truck Dealerships,96.54,98.68,96.46,98.29,381416.0
2022-03-01,PAG,Automobiles,Auto & Truck Dealerships,98.24,98.75,94.527,95.59,312319.0
2022-03-02,PAG,Automobiles,Auto & Truck Dealerships,96.9,103.32,96.74,103.22,405018.0
2022-03-03,PAG,Automobiles,Auto & Truck Dealerships,103.45,103.495,99.43,100.15,295733.0
2022-03-04,PAG,Automobiles,Auto & Truck Dealerships,98.77,101.06,97.68,98.02,465890.0
2022-03-07,PAG,Automobiles,Auto & Truck Dealerships,97.76,99.95,96.09,96.2,429917.0
2022-03-08,PAG,Automobiles,Auto & Truck Dealerships,97.03,102.49,96.225,99.75,382190.0
2022-03-09,PAG,Automobiles,Auto & Truck Dealerships,102.24,102.24,99.18,99.99,459768.0
2022-03-10,PAG,Automobiles,Auto & Truck Dealerships,98.88,100.93,98.051,100.84,251131.0
2022-03-11,PAG,Automobiles,Auto & Truck Dealerships,102.07,102.07,100.2,101.15,297868.0
2022-03-14,PAG,Automobiles,Auto & Truck Dealerships,101.64,102.29,99.82,100.96,229518.0
2022-03-15,PAG,Automobiles,Auto & Truck Dealerships,100.99,102.2027,99.75,101.17,297809.0
2022-03-16,PAG,Automobiles,Auto & Truck Dealerships,102.18,106.0,102.18,105.32,303408.0
2022-03-17,PAG,Automobiles,Auto & Truck Dealerships,103.94,105.02,102.43,104.89,188286.0
2022-03-18,PAG,Automobiles,Auto & Truck Dealerships,103.7,104.72,101.02,104.61,379332.0
2022-03-21,PAG,Automobiles,Auto & Truck Dealerships,104.92,105.65,103.16,103.85,239341.0
2022-03-22,PAG,Automobiles,Auto & Truck Dealerships,104.41,105.27,103.29,104.53,168268.0
2022-03-23,PAG,Automobiles,Auto & Truck Dealerships,104.14,104.14,101.55,101.61,155232.0
2022-03-24,PAG,Automobiles,Auto & Truck Dealerships,102.33,103.08,101.705,102.02,140514.0
2022-03-25,PAG,Automobiles,Auto & Truck Dealerships,102.62,102.82,101.42,102.18,286851.0
2022-03-28,PAG,Automobiles,Auto & Truck Dealerships,102.34,102.98,98.23,99.4,355449.0
2022-03-29,PAG,Automobiles,Auto & Truck Dealerships,100.17,104.18,100.17,103.37,216843.0
2022-03-30,PAG,Automobiles,Auto & Truck Dealerships,102.74,103.385,100.08,100.23,264991.0
2022-03-31,PAG,Automobiles,Auto & Truck Dealerships,99.68,100.0,93.46,93.72,662460.0
2022-04-01,PAG,Automobiles,Auto & Truck Dealerships,94.16,95.78,93.1822,94.25,468437.0
2022-04-04,PAG,Automobiles,Auto & Truck Dealerships,94.68,95.94,93.14,93.39,361001.0
2022-04-05,PAG,Automobiles,Auto & Truck Dealerships,92.79,93.99,92.005,92.53,399169.0
2022-04-06,PAG,Automobiles,Auto & Truck Dealerships,91.93,94.77,91.76,93.19,537969.0
2022-04-07,PAG,Automobiles,Auto & Truck Dealerships,91.95,93.26,90.23,92.2,350050.0
2022-04-08,PAG,Automobiles,Auto & Truck Dealerships,92.69,95.9,91.52,93.99,339642.0
2022-04-11,PAG,Automobiles,Auto & Truck Dealerships,93.82,98.0,93.39,94.89,281511.0
2022-04-12,PAG,Automobiles,Auto & Truck Dealerships,95.58,98.7955,93.7,94.0,396407.0
2022-04-13,PAG,Automobiles,Auto & Truck Dealerships,93.61,95.545,92.83,95.35,358503.0
2022-04-14,PAG,Automobiles,Auto & Truck Dealerships,95.87,97.8,95.46,96.55,285822.0
2022-04-18,PAG,Automobiles,Auto & Truck Dealerships,95.66,98.405,95.66,97.21,339990.0
2022-04-19,PAG,Automobiles,Auto & Truck Dealerships,97.55,101.7,97.55,100.96,329365.0
2022-04-20,PAG,Automobiles,Auto & Truck Dealerships,102.17,104.92,100.93,101.5,355165.0
2022-04-21,PAG,Automobiles,Auto & Truck Dealerships,102.12,102.7616,97.18,97.69,338467.0
2022-04-22,PAG,Automobiles,Auto & Truck Dealerships,96.34,100.5,95.55,96.84,426095.0
2022-04-25,PAG,Automobiles,Auto & Truck Dealerships,95.85,100.69,95.58,100.48,296084.0
2022-04-26,PAG,Automobiles,Auto & Truck Dealerships,99.36,101.2,98.94,99.22,451971.0
2022-04-27,PAG,Automobiles,Auto & Truck Dealerships,99.41,101.5,95.91,98.94,425215.0
2022-04-28,PAG,Automobiles,Auto & Truck Dealerships,101.5,107.61,101.03,106.92,455935.0
2022-04-29,PAG,Automobiles,Auto & Truck Dealerships,106.1,107.89,104.44,104.82,505638.0
2022-05-02,PAG,Automobiles,Auto & Truck Dealerships,106.11,108.28,104.7201,108.13,268890.0
2022-05-03,PAG,Automobiles,Auto & Truck Dealerships,108.49,112.124,107.09,111.79,280857.0
2022-05-04,PAG,Automobiles,Auto & Truck Dealerships,111.49,114.57,110.02,114.53,291836.0
2022-05-05,PAG,Automobiles,Auto & Truck Dealerships,113.09,113.87,110.39,111.84,217264.0
2022-05-06,PAG,Automobiles,Auto & Truck Dealerships,111.83,112.405,108.415,111.78,216513.0
2022-05-09,PAG,Automobiles,Auto & Truck Dealerships,110.38,110.6,107.86,109.15,366836.0
2022-05-10,PAG,Automobiles,Auto & Truck Dealerships,110.26,110.95,104.76,107.87,329186.0
2022-05-11,PAG,Automobiles,Auto & Truck Dealerships,108.31,111.76,106.68,107.28,416297.0
2022-05-12,PAG,Automobiles,Auto & Truck Dealerships,106.93,111.7701,106.29,109.02,377204.0
2022-05-13,PAG,Automobiles,Auto & Truck Dealerships,111.62,116.72,111.09,115.94,642159.0
2022-05-16,PAG,Automobiles,Auto & Truck Dealerships,116.03,116.58,113.13,115.54,283135.0
2022-05-17,PAG,Automobiles,Auto & Truck Dealerships,116.93,119.47,115.7,117.97,299647.0
2022-05-18,PAG,Automobiles,Auto & Truck Dealerships,115.63,115.63,108.05,108.79,396343.0
2022-05-19,PAG,Automobiles,Auto & Truck Dealerships,108.72,110.79,106.69,108.9,375248.0
2022-05-20,PAG,Automobiles,Auto & Truck Dealerships,109.44,109.525,104.22,108.01,364374.0
2022-05-23,PAG,Automobiles,Auto & Truck Dealerships,108.29,108.61,106.22,108.32,273072.0
2022-05-24,PAG,Automobiles,Auto & Truck Dealerships,107.68,108.91,106.36,108.87,350889.0
2022-05-25,PAG,Automobiles,Auto & Truck Dealerships,107.21,113.3,107.21,112.31,314760.0
2022-05-26,PAG,Automobiles,Auto & Truck Dealerships,113.9,117.43,112.32,115.2,271370.0
2022-05-27,PAG,Automobiles,Auto & Truck Dealerships,115.77,116.795,114.5501,116.6,353125.0
2022-05-31,PAG,Automobiles,Auto & Truck Dealerships,116.15,117.11,113.98,115.14,272783.0
2022-06-01,PAG,Automobiles,Auto & Truck Dealerships,115.64,117.08,114.0,116.23,377522.0
2022-06-02,PAG,Automobiles,Auto & Truck Dealerships,116.88,117.225,114.79,116.91,273068.0
2022-06-03,PAG,Automobiles,Auto & Truck Dealerships,115.92,117.31,112.585,117.2,301217.0
2022-06-06,PAG,Automobiles,Auto & Truck Dealerships,117.31,121.18,116.05,120.15,407755.0
2022-06-07,PAG,Automobiles,Auto & Truck Dealerships,118.78,121.19,117.28,120.87,310702.0
2022-06-08,PAG,Automobiles,Auto & Truck Dealerships,120.44,122.12,119.512,120.22,407271.0
2022-06-09,PAG,Automobiles,Auto & Truck Dealerships,120.45,123.6,119.01,121.25,454660.0
2022-06-10,PAG,Automobiles,Auto & Truck Dealerships,118.83,121.11,114.39,115.52,379615.0
2022-06-13,PAG,Automobiles,Auto & Truck Dealerships,112.16,113.51,109.78,110.15,321405.0
2022-06-14,PAG,Automobiles,Auto & Truck Dealerships,111.03,115.41,110.82,113.06,362849.0
2022-06-15,PAG,Automobiles,Auto & Truck Dealerships,114.08,117.355,112.2,114.04,434791.0
2022-06-16,PAG,Automobiles,Auto & Truck Dealerships,111.19,111.51,101.79,102.48,453568.0
2022-06-17,PAG,Automobiles,Auto & Truck Dealerships,103.12,106.355,102.63,106.06,742823.0
2022-06-21,PAG,Automobiles,Auto & Truck Dealerships,108.6,109.83,104.74,105.25,508180.0
2022-06-22,PAG,Automobiles,Auto & Truck Dealerships,103.29,107.04,102.605,106.0,359384.0
2022-06-23,PAG,Automobiles,Auto & Truck Dealerships,105.51,107.665,103.38,105.94,433647.0
2022-06-24,PAG,Automobiles,Auto & Truck Dealerships,106.1,111.3,106.1,111.17,619770.0
2022-06-27,PAG,Automobiles,Auto & Truck Dealerships,112.23,113.02,110.525,111.21,306676.0
2022-06-28,PAG,Automobiles,Auto & Truck Dealerships,112.5,114.47,110.69,110.76,300926.0
2022-06-29,PAG,Automobiles,Auto & Truck Dealerships,110.52,111.53,108.71,110.05,319530.0
2022-06-30,PAG,Automobiles,Auto & Truck Dealerships,107.85,108.05,102.56,104.69,549774.0
2022-07-01,PAG,Automobiles,Auto & Truck Dealerships,104.3,107.22,103.23,106.78,350237.0
2022-07-05,PAG,Automobiles,Auto & Truck Dealerships,104.18,107.87,103.07,107.38,361575.0
2022-07-06,PAG,Automobiles,Auto & Truck Dealerships,106.65,108.22,103.43,104.34,466637.0
2022-07-07,PAG,Automobiles,Auto & Truck Dealerships,105.61,109.97,105.61,109.51,345297.0
2022-07-08,PAG,Automobiles,Auto & Truck Dealerships,109.96,110.85,108.155,108.91,276135.0
2022-07-11,PAG,Automobiles,Auto & Truck Dealerships,108.01,109.79,106.43,106.53,267124.0
2022-07-12,PAG,Automobiles,Auto & Truck Dealerships,106.66,110.8307,106.555,108.71,273401.0
2022-07-13,PAG,Automobiles,Auto & Truck Dealerships,107.44,108.53,105.81,107.4,336274.0
2022-07-14,PAG,Automobiles,Auto & Truck Dealerships,104.21,104.96,101.15,103.33,436018.0
2022-07-15,PAG,Automobiles,Auto & Truck Dealerships,104.41,107.19,103.39,105.5,370122.0
2022-07-18,PAG,Automobiles,Auto & Truck Dealerships,107.08,110.52,105.92,107.67,397020.0
2022-07-19,PAG,Automobiles,Auto & Truck Dealerships,109.4,112.66,108.452,112.43,395959.0
2022-07-20,PAG,Automobiles,Auto & Truck Dealerships,111.21,112.12,108.0,111.16,579276.0
2022-07-21,PAG,Automobiles,Auto & Truck Dealerships,110.41,110.41,106.73,108.95,530304.0
2022-07-22,PAG,Automobiles,Auto & Truck Dealerships,110.1,112.66,109.56,110.06,385935.0
2022-07-25,PAG,Automobiles,Auto & Truck Dealerships,111.39,112.29,109.13,110.22,352351.0
2022-07-26,PAG,Automobiles,Auto & Truck Dealerships,109.74,110.38,107.64,108.35,475330.0
2022-07-27,PAG,Automobiles,Auto & Truck Dealerships,110.8,110.8,106.25,109.97,587519.0
2022-07-28,PAG,Automobiles,Auto & Truck Dealerships,109.71,113.54,107.45,113.15,555165.0
2022-07-29,PAG,Automobiles,Auto & Truck Dealerships,113.59,115.49,110.89,114.49,370302.0
2022-08-01,PAG,Automobiles,Auto & Truck Dealerships,114.06,121.45,114.06,119.64,471771.0
2022-08-02,PAG,Automobiles,Auto & Truck Dealerships,118.56,118.9299,115.07,116.13,492955.0
2022-08-03,PAG,Automobiles,Auto & Truck Dealerships,116.92,118.92,116.1551,117.23,287652.0
2022-08-04,PAG,Automobiles,Auto & Truck Dealerships,116.25,117.94,116.18,116.35,290026.0
2022-08-05,PAG,Automobiles,Auto & Truck Dealerships,116.0,118.285,115.161,115.72,435098.0
2022-08-08,PAG,Automobiles,Auto & Truck Dealerships,116.12,119.77,115.34,116.97,507766.0
2022-08-09,PAG,Automobiles,Auto & Truck Dealerships,116.0,116.0,113.09,114.66,302391.0
2022-08-10,PAG,Automobiles,Auto & Truck Dealerships,117.34,119.575,116.54,117.33,276872.0
2022-08-11,PAG,Automobiles,Auto & Truck Dealerships,119.16,119.83,117.77,118.28,254465.0
2022-08-12,PAG,Automobiles,Auto & Truck Dealerships,117.99,118.63,116.96,117.94,169229.0
2022-08-15,PAG,Automobiles,Auto & Truck Dealerships,117.0,117.739,116.21,117.56,221868.0
2022-08-16,PAG,Automobiles,Auto & Truck Dealerships,119.18,126.93,119.18,124.16,496405.0
2022-08-17,PAG,Automobiles,Auto & Truck Dealerships,123.05,123.81,120.63,121.13,231414.0
2022-08-18,PAG,Automobiles,Auto & Truck Dealerships,121.25,122.4799,119.69,121.73,199984.0
2022-08-19,PAG,Automobiles,Auto & Truck Dealerships,120.64,120.955,118.05,119.61,310587.0
2022-08-22,PAG,Automobiles,Auto & Truck Dealerships,118.02,119.24,117.02,117.68,287521.0
2022-08-23,PAG,Automobiles,Auto & Truck Dealerships,117.75,120.78,117.66,118.78,230471.0
2022-08-24,PAG,Automobiles,Auto & Truck Dealerships,117.88,120.34,116.96,120.22,227187.0
2022-08-25,PAG,Automobiles,Auto & Truck Dealerships,120.64,125.08,120.2,123.72,330583.0
2022-08-26,PAG,Automobiles,Auto & Truck Dealerships,123.88,124.388,120.75,121.3,270272.0
2022-08-29,PAG,Automobiles,Auto & Truck Dealerships,120.2,122.95,119.335,121.67,216459.0
2022-08-30,PAG,Automobiles,Auto & Truck Dealerships,122.59,122.795,119.79,120.18,380389.0
2022-08-31,PAG,Automobiles,Auto & Truck Dealerships,119.55,119.795,117.01,117.91,318641.0
2022-09-01,PAG,Automobiles,Auto & Truck Dealerships,116.74,117.75,115.43,116.72,312053.0
2022-09-02,PAG,Automobiles,Auto & Truck Dealerships,117.77,118.22,114.0946,114.62,390114.0
2022-09-06,PAG,Automobiles,Auto & Truck Dealerships,114.48,114.98,109.11,109.88,527180.0
2022-09-07,PAG,Automobiles,Auto & Truck Dealerships,109.95,113.78,109.41,113.16,322940.0
2022-09-08,PAG,Automobiles,Auto & Truck Dealerships,111.77,112.43,109.4,110.17,640287.0
2022-09-09,PAG,Automobiles,Auto & Truck Dealerships,109.19,112.14,109.03,110.79,475898.0
2022-09-12,PAG,Automobiles,Auto & Truck Dealerships,111.54,113.63,111.4,112.13,380367.0
2022-09-13,PAG,Automobiles,Auto & Truck Dealerships,108.59,108.775,105.64,106.43,480782.0
2022-09-14,PAG,Automobiles,Auto & Truck Dealerships,106.93,106.93,103.62,105.55,528926.0
2022-09-15,PAG,Automobiles,Auto & Truck Dealerships,105.63,107.84,105.17,106.2,461678.0
2022-09-16,PAG,Automobiles,Auto & Truck Dealerships,103.98,105.86,103.01,104.64,1523877.0
2022-09-19,PAG,Automobiles,Auto & Truck Dealerships,104.24,107.539,104.24,106.94,347409.0
2022-09-20,PAG,Automobiles,Auto & Truck Dealerships,105.52,105.52,102.65,103.55,429957.0
2022-09-21,PAG,Automobiles,Auto & Truck Dealerships,104.52,106.01,103.085,103.73,445398.0
2022-09-22,PAG,Automobiles,Auto & Truck Dealerships,104.05,104.65,102.42,103.53,374236.0
2022-09-23,PAG,Automobiles,Auto & Truck Dealerships,101.7,102.37,99.29,100.37,748803.0
2022-09-26,PAG,Automobiles,Auto & Truck Dealerships,99.58,100.8651,96.33,96.54,944811.0
2022-09-27,PAG,Automobiles,Auto & Truck Dealerships,97.59,101.44,97.27,100.84,717946.0
2022-09-28,PAG,Automobiles,Auto & Truck Dealerships,100.91,107.495,100.91,107.01,809795.0
2022-09-29,PAG,Automobiles,Auto & Truck Dealerships,100.15,100.57,94.49,97.21,1186869.0
2022-09-30,PAG,Automobiles,Auto & Truck Dealerships,96.46,101.25,95.44,98.43,783399.0
2022-10-03,PAG,Automobiles,Auto & Truck Dealerships,100.09,103.73,99.755,101.31,601706.0
2022-10-04,PAG,Automobiles,Auto & Truck Dealerships,103.09,104.54,101.68,103.16,556691.0
2022-10-05,PAG,Automobiles,Auto & Truck Dealerships,101.83,102.55,99.26,101.97,411570.0
2022-10-06,PAG,Automobiles,Auto & Truck Dealerships,100.19,103.06,99.66,100.92,382088.0
2022-10-07,PAG,Automobiles,Auto & Truck Dealerships,100.04,101.09,99.41,99.89,619792.0
2022-10-10,PAG,Automobiles,Auto & Truck Dealerships,99.5,101.69,98.4,99.58,578266.0
2022-10-11,PAG,Automobiles,Auto & Truck Dealerships,99.54,102.79,99.02,100.81,642068.0
2022-10-12,PAG,Automobiles,Auto & Truck Dealerships,101.13,102.77,100.56,101.39,332798.0
2022-10-13,PAG,Automobiles,Auto & Truck Dealerships,99.79,104.08,98.49,103.04,275126.0
2022-10-14,PAG,Automobiles,Auto & Truck Dealerships,104.03,104.64,100.31,100.45,254748.0
2022-10-17,PAG,Automobiles,Auto & Truck Dealerships,102.41,104.0,100.8886,101.4,245235.0
2022-10-18,PAG,Automobiles,Auto & Truck Dealerships,103.68,104.37,102.465,102.98,301914.0
2022-10-19,PAG,Automobiles,Auto & Truck Dealerships,101.38,102.48,96.41,98.17,495956.0
2022-10-20,PAG,Automobiles,Auto & Truck Dealerships,99.21,99.26,94.83,96.07,612192.0
2022-10-21,PAG,Automobiles,Auto & Truck Dealerships,96.33,98.63,95.68,97.45,405787.0
2022-10-24,PAG,Automobiles,Auto & Truck Dealerships,98.94,101.0,98.79,100.8,619463.0
2022-10-25,PAG,Automobiles,Auto & Truck Dealerships,100.57,103.95,100.57,103.81,447771.0
2022-10-26,PAG,Automobiles,Auto & Truck Dealerships,106.0,107.79,102.87,103.7,501785.0
2022-10-27,PAG,Automobiles,Auto & Truck Dealerships,104.09,111.415,104.09,108.01,674389.0
2022-10-28,PAG,Automobiles,Auto & Truck Dealerships,108.42,111.55,107.76,110.66,627912.0
2022-10-31,PAG,Automobiles,Auto & Truck Dealerships,110.29,112.79,109.56,111.62,481594.0
2022-11-01,PAG,Automobiles,Auto & Truck Dealerships,113.35,115.78,112.17,114.63,484045.0
2022-11-02,PAG,Automobiles,Auto & Truck Dealerships,113.57,114.74,110.01,110.1,523419.0
2022-11-03,PAG,Automobiles,Auto & Truck Dealerships,108.7,111.465,107.18,109.52,315992.0
2022-11-04,PAG,Automobiles,Auto & Truck Dealerships,111.41,113.41,109.4,110.54,267757.0
2022-11-07,PAG,Automobiles,Auto & Truck Dealerships,111.78,113.1,109.79,112.23,454798.0
2022-11-08,PAG,Automobiles,Auto & Truck Dealerships,112.45,113.9725,111.69,113.1,603463.0
2022-11-09,PAG,Automobiles,Auto & Truck Dealerships,111.29,115.75,111.29,113.97,569502.0
2022-11-10,PAG,Automobiles,Auto & Truck Dealerships,118.0,125.64,117.655,124.01,723090.0
2022-11-11,PAG,Automobiles,Auto & Truck Dealerships,124.77,125.39,122.09,124.02,418266.0
2022-11-14,PAG,Automobiles,Auto & Truck Dealerships,123.05,128.75,122.935,126.98,623365.0
2022-11-15,PAG,Automobiles,Auto & Truck Dealerships,128.92,131.55,126.09,126.14,461389.0
2022-11-16,PAG,Automobiles,Auto & Truck Dealerships,124.58,124.96,121.51,123.98,319049.0
2022-11-17,PAG,Automobiles,Auto & Truck Dealerships,121.65,124.03,119.73,123.56,447536.0
2022-11-18,PAG,Automobiles,Auto & Truck Dealerships,125.61,125.67,122.99,124.21,374638.0
2022-11-21,PAG,Automobiles,Auto & Truck Dealerships,123.31,125.61,122.35,124.04,380434.0
2022-11-22,PAG,Automobiles,Auto & Truck Dealerships,125.28,127.11,124.265,125.69,315341.0
2022-11-23,PAG,Automobiles,Auto & Truck Dealerships,125.25,126.225,124.77,125.33,241394.0
2022-11-25,PAG,Automobiles,Auto & Truck Dealerships,124.7,125.99,124.7,125.49,81154.0
2022-11-28,PAG,Automobiles,Auto & Truck Dealerships,124.66,125.88,124.21,124.22,335546.0
2022-11-29,PAG,Automobiles,Auto & Truck Dealerships,124.03,126.53,124.03,125.57,435780.0
2022-11-30,PAG,Automobiles,Auto & Truck Dealerships,125.11,127.1,123.33,126.45,513784.0
2022-12-01,PAG,Automobiles,Auto & Truck Dealerships,127.12,128.82,124.68,124.75,340372.0
2022-12-02,PAG,Automobiles,Auto & Truck Dealerships,124.02,126.45,123.72,125.82,365580.0
2022-12-05,PAG,Automobiles,Auto & Truck Dealerships,124.54,125.135,122.99,123.65,325904.0
2022-12-06,PAG,Automobiles,Auto & Truck Dealerships,124.11,126.27,123.71,126.03,419376.0
2022-12-07,PAG,Automobiles,Auto & Truck Dealerships,125.59,128.03,125.32,125.57,297855.0
2022-12-08,PAG,Automobiles,Auto & Truck Dealerships,126.04,127.01,125.48,125.72,627356.0
2022-12-09,PAG,Automobiles,Auto & Truck Dealerships,124.21,125.695,123.9,124.64,304336.0
2022-12-12,PAG,Automobiles,Auto & Truck Dealerships,125.05,126.142,124.54,125.64,266358.0
2022-12-13,PAG,Automobiles,Auto & Truck Dealerships,128.58,129.055,119.86,121.05,673195.0
2022-12-14,PAG,Automobiles,Auto & Truck Dealerships,120.74,124.27,120.74,123.24,509234.0
2022-12-15,PAG,Automobiles,Auto & Truck Dealerships,121.83,122.79,120.24,121.79,534268.0
2022-12-16,PAG,Automobiles,Auto & Truck Dealerships,120.15,121.27,118.02,118.8,739035.0
2022-12-19,PAG,Automobiles,Auto & Truck Dealerships,119.09,119.49,114.51,115.61,543109.0
2022-12-20,PAG,Automobiles,Auto & Truck Dealerships,115.03,115.385,111.81,112.09,706341.0
2022-12-21,PAG,Automobiles,Auto & Truck Dealerships,113.54,114.229,112.265,112.68,451832.0
2022-12-22,PAG,Automobiles,Auto & Truck Dealerships,107.34,110.7,105.97,110.17,845926.0
2022-12-23,PAG,Automobiles,Auto & Truck Dealerships,110.05,112.36,109.99,112.28,646256.0
2022-12-27,PAG,Automobiles,Auto & Truck Dealerships,111.84,113.825,111.84,112.96,578699.0
2022-12-28,PAG,Automobiles,Auto & Truck Dealerships,113.32,114.09,111.05,111.87,380494.0
2022-12-29,PAG,Automobiles,Auto & Truck Dealerships,112.6,114.89,112.6,114.24,411100.0
2022-12-30,PAG,Automobiles,Auto & Truck Dealerships,113.43,115.605,113.06,114.93,375774.0
2023-01-03,PAG,Automobiles,Auto & Truck Dealerships,115.59,116.91,112.86,113.7,412870.0
2023-01-04,PAG,Automobiles,Auto & Truck Dealerships,114.71,116.0,114.6421,115.62,281296.0
2023-01-05,PAG,Automobiles,Auto & Truck Dealerships,114.55,115.42,113.64,114.58,288414.0
2023-01-06,PAG,Automobiles,Auto & Truck Dealerships,115.34,117.89,115.34,117.5,363639.0
2023-01-09,PAG,Automobiles,Auto & Truck Dealerships,117.54,117.88,115.345,115.4,345992.0
2023-01-10,PAG,Automobiles,Auto & Truck Dealerships,115.52,117.84,115.52,117.78,423714.0
2023-01-11,PAG,Automobiles,Auto & Truck Dealerships,118.32,121.45,118.32,120.65,424850.0
2023-01-12,PAG,Automobiles,Auto & Truck Dealerships,121.66,122.22,119.405,121.29,412015.0
2023-01-13,PAG,Automobiles,Auto & Truck Dealerships,118.85,119.5,116.11,118.65,272257.0
2023-01-17,PAG,Automobiles,Auto & Truck Dealerships,114.71,117.96,114.34,115.94,509079.0
2023-01-18,PAG,Automobiles,Auto & Truck Dealerships,116.74,118.78,115.05,115.18,271919.0
2023-01-19,PAG,Automobiles,Auto & Truck Dealerships,114.97,115.37,112.3142,115.14,407007.0
2023-01-20,PAG,Automobiles,Auto & Truck Dealerships,116.04,117.8175,114.69,117.69,283039.0
2023-01-23,PAG,Automobiles,Auto & Truck Dealerships,118.08,119.09,117.095,117.73,242392.0
2023-01-24,PAG,Automobiles,Auto & Truck Dealerships,118.7,118.7,115.74,116.79,199055.0
2023-01-25,PAG,Automobiles,Auto & Truck Dealerships,118.61,120.219,116.93,120.15,291156.0
2023-01-26,PAG,Automobiles,Auto & Truck Dealerships,120.82,122.67,119.605,122.57,219517.0
2023-01-27,PAG,Automobiles,Auto & Truck Dealerships,123.11,125.06,122.31,124.69,302348.0
2023-01-30,PAG,Automobiles,Auto & Truck Dealerships,123.93,127.115,123.93,124.61,243026.0
2023-01-31,PAG,Automobiles,Auto & Truck Dealerships,125.43,128.03,125.07,127.82,335820.0
2023-02-01,PAG,Automobiles,Auto & Truck Dealerships,127.65,131.67,126.7,130.72,288491.0
2023-02-02,PAG,Automobiles,Auto & Truck Dealerships,131.64,138.97,131.64,138.46,772519.0
2023-02-03,PAG,Automobiles,Auto & Truck Dealerships,136.17,140.04,135.76,138.36,453046.0
2023-02-06,PAG,Automobiles,Auto & Truck Dealerships,137.78,138.36,135.8,137.12,371790.0
2023-02-07,PAG,Automobiles,Auto & Truck Dealerships,135.63,136.845,133.6,134.81,633211.0
2023-02-08,PAG,Automobiles,Auto & Truck Dealerships,140.44,140.44,130.455,136.44,685415.0
2023-02-09,PAG,Automobiles,Auto & Truck Dealerships,137.66,140.91,136.56,139.2,476517.0
2023-02-10,PAG,Automobiles,Auto & Truck Dealerships,138.8,140.43,137.24,140.08,371646.0
2023-02-13,PAG,Automobiles,Auto & Truck Dealerships,140.19,143.32,139.455,142.46,317016.0
2023-02-14,PAG,Automobiles,Auto & Truck Dealerships,142.23,146.34,141.43,146.1,508220.0
2023-02-15,PAG,Automobiles,Auto & Truck Dealerships,143.62,146.81,141.97,146.69,433562.0
2023-02-16,PAG,Automobiles,Auto & Truck Dealerships,144.93,149.4,144.93,147.36,375294.0
2023-02-17,PAG,Automobiles,Auto & Truck Dealerships,151.0,155.36,149.38,154.67,550323.0
2023-02-21,PAG,Automobiles,Auto & Truck Dealerships,151.0,152.49,145.11,145.16,423693.0
2023-02-22,PAG,Automobiles,Auto & Truck Dealerships,144.71,150.45,144.71,147.6,386856.0
